2026-08-22 14:05:48 - emm_dti - INFO - setup_logging:63 - Logging initialized. Log directory: /mnt/d/Projects/EMM_DTI_Replication/gradient_flow_logs/20260822_140548
2026-08-22 14:05:48 - emm_dti - INFO - test_gradient_flow:42 - ================================================================================
2026-08-22 14:05:48 - emm_dti - INFO - test_gradient_flow:43 - GRADIENT FLOW TEST - HUMAN DATASET
2026-08-22 14:05:48 - emm_dti - INFO - test_gradient_flow:44 - ================================================================================
2026-08-22 14:05:50 - emm_dti.utils.device - INFO - get_device:32 - CUDA available. Using GPU: NVIDIA GeForce GTX 1650
2026-08-22 14:05:50 - emm_dti - INFO - test_gradient_flow:48 - Device: cuda
2026-08-22 14:05:50 - emm_dti - INFO - test_gradient_flow:57 - 
Loading human dataset from /mnt/d/Projects/EMM_DTI_Replication/data/human...
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - _load_data:204 - Loading data from /mnt/d/Projects/EMM_DTI_Replication/data/human
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - _load_data:228 - Loaded 2356 drugs, 1840 proteins, 6728 interactions
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - __init__:189 - Found pre-defined 'split' column in interactions.csv - preserving benchmark splits.
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - _create_fcs_vocabulary:245 - Loading cached FCS patterns from /mnt/d/Projects/EMM_DTI_Replication/data/human/.fcs_cache.pkl
2026-08-22 14:05:50 - emm_dti.models.fcs - INFO - build_from_fcs:191 - Built fragment vocabulary with 210 tokens
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - _create_fcs_vocabulary:253 - Loaded 210 patterns from cache
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - __init__:200 - Data module initialized with 6728 total samples
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - create_loaders:348 - Creating DataLoaders from pre-defined benchmark splits...
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - __init__:63 - Initialized DTIDataset with 5382 samples (vocab_size=210, fcs_patterns=208)
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - __init__:63 - Initialized DTIDataset with 673 samples (vocab_size=210, fcs_patterns=208)
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - __init__:63 - Initialized DTIDataset with 673 samples (vocab_size=210, fcs_patterns=208)
2026-08-22 14:05:50 - emm_dti.data.loaders - INFO - create_loaders:370 - Loaded splits: train=5,382, val=673, test=673
2026-08-22 14:05:50 - emm_dti - INFO - test_gradient_flow:73 - ✓ Data loaded. Vocab size: 210
2026-08-22 14:05:50 - emm_dti - INFO - test_gradient_flow:76 - 
Initializing model...
2026-08-22 14:05:52 - emm_dti.models.mamba_ssm - INFO - __init__:119 - BidirectionalMambaSSM initialized: input_dim=128, hidden_dim=64, d_state=16, n_layers=2
2026-08-22 14:05:52 - emm_dti.models.mamba_ssm - INFO - __init__:119 - BidirectionalMambaSSM initialized: input_dim=128, hidden_dim=64, d_state=16, n_layers=2
2026-08-22 14:05:52 - emm_dti.models.emm_dti - INFO - __init__:161 - EMM-DTI model initialized with 390,689 parameters (Bidirectional Mamba-SSM, official Selective StateSpaceModel library)
2026-08-22 14:05:52 - emm_dti - INFO - test_gradient_flow:87 - ✓ Model initialized with 390,689 parameters
2026-08-22 14:05:52 - emm_dti - INFO - test_gradient_flow:93 - 
================================================================================
2026-08-22 14:05:52 - emm_dti - INFO - test_gradient_flow:94 - GRADIENT FLOW ANALYSIS
2026-08-22 14:05:52 - emm_dti - INFO - test_gradient_flow:95 - ================================================================================
2026-08-22 14:05:52 - emm_dti - INFO - test_gradient_flow:102 - 
--- Batch 1/5 ---
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:113 - Loss: 0.723273
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:120 - 
Gradient Statistics:
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:121 - Layer                                              Mean Grad       Max Grad        Dead (0s)
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:122 - ------------------------------------------------------------------------------------------
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - embedding.weight                                   2.245444e-05    5.319113e-04        1.5%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - embedding_norm.weight                              1.046677e-04    4.854240e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - embedding_norm.bias                                1.464291e-04    4.506120e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.output_scale                            7.767516e-03    7.767516e-03        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.input_proj.weight                       1.091126e-04    6.130888e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.input_proj.bias                         1.263605e-04    3.085526e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.A_log                  1.727432e-07    8.291116e-06       32.4%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.D                      3.549369e-05    3.482144e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.in_proj.weight         4.801054e-05    1.044692e-03        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.in_proj.bias           4.552207e-05    3.180264e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.conv1d.weight          5.978694e-05    5.707032e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.conv1d.bias            7.515973e-05    5.687230e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.x_proj.weight          1.963537e-06    5.762566e-05        0.9%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.dt_proj.weight         1.568072e-07    3.360651e-06       15.4%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.dt_proj.bias           4.242657e-07    7.205008e-06        7.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.out_proj.weight        4.296983e-05    1.150925e-03        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.0.out_proj.bias          8.468877e-04    2.626241e-03        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.A_log                  1.852793e-07    1.739600e-05       33.5%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.D                      8.475361e-05    6.929623e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.in_proj.weight         5.917054e-05    1.399312e-03        0.1%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.in_proj.bias           5.405475e-04    4.528807e-03        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.conv1d.weight          3.066516e-05    3.048778e-04        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.conv1d.bias            3.236978e-04    2.238640e-03        0.0%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.x_proj.weight          6.919285e-06    1.403766e-04        2.3%
2026-08-22 14:05:54 - emm_dti - INFO - test_gradient_flow:146 - drug_mamba.forward_layers.1.dt_proj.weight         4.711873e-08    1.115166e-06       44.3%
